Sample	theta_1A	theta_2B	theta_3CD	theta_4E	theta_5H	theta_6CDEBAH	theta_7CDEBA	theta_8CDEB	theta_9CDE	tau_6CDEBAH	tau_7CDEBA	tau_8CDEB	tau_9CDE	lnL
378	0.003898	0.005552	0.007565	0.004429	0.005016	0.012417	0.004903	0.011034	0.011954	0.01292	0.007122	0.003963	0.002575	-7868.652
379	0.007508	0.007527	0.007623	0.005346	0.0068	0.029441	0.007258	0.014994	0.011812	0.014813	0.008508	0.005438	0.003683	-7876.497
380	0.005739	0.003848	0.006589	0.010174	0.006787	0.006198	0.005394	0.00933	0.016199	0.014278	0.00634	0.00318	0.002908	-7853.198
381	0.003779	0.004408	0.006657	0.005887	0.006881	0.00507	0.016286	0.009743	0.018834	0.016029	0.006467	0.003674	0.00255	-7870.814
382	0.005917	0.004111	0.008227	0.005557	0.004336	0.00425	0.007425	0.00937	0.019423	0.015585	0.007952	0.003859	0.001557	-7864.344
383	0.005493	0.005335	0.005556	0.003703	0.004363	0.019522	0.003363	0.012408	0.012452	0.014745	0.00715	0.004232	0.001175	-7856.94
384	0.00549	0.004154	0.007358	0.003783	0.004786	0.010296	0.009002	0.014926	0.019799	0.013068	0.006391	0.004776	0.002781	-7853.818
385	0.003546	0.006863	0.00787	0.007194	0.006914	0.009098	0.010559	0.004891	0.020075	0.01179	0.00787	0.005728	0.003238	-7868.04
386	0.003739	0.004498	0.005987	0.009103	0.006462	0.007384	0.007384	0.010497	0.01739	0.014716	0.006344	0.004384	0.00194	-7872.975
387	0.004595	0.004105	0.004621	0.006807	0.00523	0.016833	0.011187	0.0273	0.010919	0.014156	0.006425	0.004869	0.002872	-7866.833
388	0.004084	0.005551	0.004146	0.0087	0.005249	0.00737	0.004874	0.006205	0.014734	0.014315	0.007105	0.005465	0.003047	-7851.724
389	0.00595	0.005277	0.007454	0.003351	0.005828	0.049265	0.004404	0.010971	0.023649	0.014491	0.008423	0.005563	0.002414	-7874.516
390	0.005674	0.004163	0.004887	0.005064	0.004598	0.008207	0.011245	0.038004	0.0168	0.014948	0.006656	0.004136	0.002845	-7854.171
391	0.006391	0.005105	0.007853	0.006206	0.003782	0.011369	0.010694	0.008726	0.009039	0.011823	0.00872	0.004589	0.004027	-7864.602
392	0.004015	0.00585	0.008613	0.007612	0.004054	0.01247	0.004985	0.009122	0.013532	0.011173	0.005401	0.004857	0.003683	-7868.756
393	0.005925	0.00591	0.009465	0.007486	0.005038	0.00857	0.009749	0.007206	0.007641	0.013436	0.007155	0.004125	0.003303	-7860.705
394	0.004165	0.003542	0.011362	0.006714	0.005339	0.017338	0.005987	0.012609	0.014227	0.016877	0.007803	0.005973	0.004261	-7861.761
395	0.005488	0.005094	0.009995	0.005906	0.003465	0.009112	0.004083	0.013607	0.011378	0.012051	0.006444	0.003349	0.00228	-7853.286
396	0.005869	0.007184	0.007842	0.007511	0.003991	0.02414	0.010169	0.006383	0.007205	0.011513	0.007571	0.003899	0.002912	-7870.287
397	0.003963	0.006688	0.005781	0.003778	0.0048	0.007255	0.010396	0.007026	0.016961	0.014655	0.007652	0.00457	0.002027	-7867.015
398	0.005037	0.005821	0.006027	0.004771	0.005727	0.016218	0.005325	0.009768	0.01324	0.012728	0.007795	0.005313	0.002413	-7868.591
399	0.005729	0.003843	0.006954	0.003105	0.004737	0.006294	0.005149	0.005841	0.008895	0.014868	0.007197	0.004989	0.002143	-7869.944
400	0.005991	0.004454	0.00634	0.006168	0.004598	0.012131	0.006532	0.010587	0.004891	0.015204	0.00656	0.003265	0.002661	-7857.04
401	0.00593	0.005204	0.008029	0.004838	0.004451	0.009491	0.005275	0.018093	0.007924	0.012971	0.006933	0.003439	0.002592	-7863.216
402	0.004183	0.005339	0.008953	0.005595	0.004963	0.020702	0.007284	0.017343	0.040665	0.015654	0.008208	0.004179	0.003342	-7873.729
403	0.004072	0.005456	0.005125	0.00746	0.004189	0.007247	0.006203	0.008017	0.014727	0.013292	0.007192	0.004218	0.003021	-7875.488
404	0.00334	0.007192	0.006093	0.006716	0.005324	0.010532	0.008971	0.020105	0.027943	0.014018	0.006327	0.004827	0.002054	-7886.985
405	0.00455	0.006429	0.005614	0.005652	0.004931	0.008307	0.004779	0.009849	0.007851	0.01202	0.006408	0.003677	0.002117	-7861.07
406	0.004075	0.005854	0.007411	0.008679	0.004873	0.013842	0.004285	0.011854	0.007484	0.014032	0.00661	0.003989	0.002274	-7869.63
407	0.005955	0.006751	0.008229	0.006972	0.003758	0.007759	0.007831	0.014475	0.006854	0.015858	0.006422	0.005319	0.002071	-7890.334
408	0.005059	0.006456	0.008567	0.005453	0.006046	0.008374	0.012133	0.009926	0.019242	0.015278	0.006824	0.004621	0.003439	-7854.859
409	0.005697	0.003838	0.005865	0.00495	0.004849	0.010187	0.004603	0.010147	0.062116	0.014802	0.008072	0.004925	0.003866	-7849.26
410	0.005387	0.005154	0.004961	0.005388	0.006505	0.008127	0.01014	0.009538	0.009213	0.013878	0.007229	0.004915	0.003632	-7871.316
411	0.003257	0.004284	0.004797	0.004614	0.00514	0.007133	0.010494	0.008739	0.009928	0.016613	0.00783	0.006447	0.00458	-7868.046
412	0.004923	0.003846	0.006984	0.007162	0.004778	0.009837	0.007568	0.012651	0.004816	0.014044	0.006963	0.004973	0.003713	-7865.91
413	0.005318	0.004745	0.006329	0.005502	0.00433	0.009899	0.01044	0.013467	0.00897	0.014969	0.006242	0.004257	0.003104	-7873.956
414	0.004628	0.004021	0.005356	0.009022	0.005893	0.010972	0.007261	0.010337	0.020689	0.012225	0.006698	0.003701	0.002327	-7870.095
415	0.00472	0.00463	0.007752	0.003846	0.005923	0.01486	0.007697	0.005782	0.016042	0.012224	0.007941	0.00491	0.004077	-7872.35
416	0.005636	0.004954	0.00718	0.008859	0.005126	0.009854	0.003848	0.017169	0.010384	0.011462	0.008042	0.004903	0.00355	-7863.265
417	0.004408	0.004903	0.006467	0.010684	0.004832	0.016339	0.005419	0.00589	0.023504	0.010547	0.008898	0.006391	0.001734	-7859.471
418	0.004696	0.005433	0.005473	0.008124	0.005758	0.010551	0.006468	0.033579	0.006676	0.010774	0.006583	0.004188	0.001702	-7857.035
419	0.004291	0.004784	0.008778	0.008382	0.006122	0.015168	0.007909	0.009408	0.006336	0.010823	0.006727	0.003984	0.002095	-7857.385
420	0.006812	0.003834	0.01106	0.012291	0.006339	0.018902	0.005761	0.011266	0.012234	0.015259	0.00825	0.00474	0.00227	-7881.504
421	0.005316	0.005748	0.006816	0.005107	0.004475	0.018148	0.008372	0.019654	0.039226	0.015227	0.006277	0.003466	0.002704	-7868.569
422	0.007245	0.005418	0.00665	0.008626	0.004682	0.009389	0.005848	0.007911	0.004848	0.01401	0.007267	0.00482	0.002663	-7877.892
423	0.005538	0.003015	0.004852	0.00308	0.003509	0.00627	0.006953	0.01397	0.010615	0.017536	0.006026	0.004192	0.002866	-7844.626
424	0.004176	0.005627	0.005547	0.005657	0.004268	0.008612	0.003929	0.015619	0.011774	0.014768	0.007969	0.004271	0.003311	-7863.888
425	0.005446	0.00487	0.006044	0.010246	0.004755	0.01093	0.004939	0.012861	0.018425	0.016843	0.008053	0.003603	0.002499	-7878.566
426	0.004572	0.004884	0.007547	0.00615	0.005783	0.016592	0.006804	0.012629	0.012473	0.012297	0.006146	0.003369	0.002387	-7846.517
427	0.003413	0.004244	0.008512	0.005513	0.005856	0.014805	0.006173	0.010243	0.007788	0.014735	0.007317	0.004566	0.002233	-7861.975
428	0.005079	0.00594	0.006111	0.0043	0.004066	0.007709	0.012445	0.023692	0.012143	0.016566	0.005916	0.005785	0.001521	-7872.703
429	0.003735	0.004847	0.006575	0.00583	0.005172	0.007554	0.013323	0.019093	0.011573	0.013581	0.005492	0.005128	0.002973	-7867.703
430	0.005355	0.004446	0.006051	0.013037	0.005472	0.011067	0.008219	0.007722	0.009228	0.012667	0.006265	0.004317	0.0025	-7860.844
431	0.005618	0.004993	0.006214	0.006645	0.005363	0.017417	0.005993	0.009324	0.027019	0.01411	0.006089	0.003034	0.001783	-7885.759
432	0.00553	0.005228	0.005919	0.004718	0.005924	0.022444	0.010211	0.011569	0.017134	0.013988	0.007678	0.004529	0.003045	-7868.248
433	0.007622	0.005789	0.010982	0.004376	0.005003	0.018538	0.004926	0.017903	0.009309	0.011352	0.007177	0.004236	0.002659	-7872.076
434	0.004465	0.00389	0.010047	0.007463	0.004117	0.013646	0.005861	0.006722	0.015867	0.010823	0.006711	0.004674	0.003485	-7857.889
435	0.004561	0.004058	0.007782	0.007091	0.004668	0.00724	0.006684	0.010004	0.021521	0.011609	0.006484	0.00426	0.0019	-7848.639
436	0.00333	0.005909	0.006706	0.00515	0.005049	0.008647	0.011977	0.00848	0.019753	0.012172	0.006643	0.00458	0.003613	-7897.119
437	0.00337	0.005467	0.007301	0.011754	0.005056	0.018053	0.00973	0.005189	0.012534	0.016242	0.0077	0.006324	0.001701	-7859.923
438	0.004699	0.005977	0.005018	0.010142	0.00508	0.008813	0.00552	0.031631	0.01436	0.01449	0.008201	0.00437	0.00255	-7863.292
439	0.005193	0.004177	0.006902	0.005339	0.00745	0.008842	0.006067	0.007501	0.013081	0.013439	0.006126	0.0037	0.003535	-7857.511
440	0.003996	0.003509	0.004809	0.006253	0.00797	0.014826	0.006108	0.009645	0.004607	0.012962	0.006579	0.004376	0.003305	-7860.204
441	0.003883	0.004832	0.008004	0.015481	0.004809	0.010335	0.01381	0.014609	0.019879	0.014251	0.007521	0.004831	0.002932	-7856.817
442	0.002912	0.004952	0.006003	0.009398	0.005928	0.012201	0.012264	0.009357	0.00699	0.014109	0.005661	0.00367	0.002402	-7868.394
443	0.00705	0.005399	0.007165	0.008079	0.005976	0.009943	0.008802	0.011137	0.010101	0.015017	0.006651	0.003591	0.002299	-7866.017
444	0.005962	0.004689	0.007665	0.010686	0.004398	0.011588	0.005545	0.00795	0.012056	0.014791	0.007087	0.003965	0.003757	-7877.019
445	0.004745	0.008379	0.009175	0.005029	0.009015	0.010922	0.004361	0.010427	0.013526	0.013933	0.008415	0.004813	0.003873	-7864.439
446	0.005527	0.004888	0.007934	0.006408	0.007292	0.010152	0.005325	0.017701	0.030234	0.01351	0.007287	0.004842	0.002227	-7857.405
447	0.005789	0.0037	0.005446	0.006352	0.006733	0.011955	0.010137	0.004686	0.009867	0.01628	0.008093	0.005675	0.003632	-7872.467
448	0.003987	0.00363	0.00513	0.007974	0.005553	0.015764	0.011435	0.020285	0.024564	0.014544	0.006946	0.004134	0.002017	-7863.199
449	0.003928	0.006163	0.004925	0.008394	0.005664	0.005801	0.014905	0.005808	0.015788	0.01426	0.006701	0.005334	0.002614	-7870.227
450	0.008189	0.004921	0.005844	0.006838	0.005742	0.011166	0.008794	0.009122	0.017867	0.015984	0.007415	0.005318	0.002174	-7872.183
451	0.00612	0.006298	0.009168	0.005367	0.006237	0.006387	0.007492	0.019504	0.009338	0.016634	0.006228	0.004483	0.002958	-7853.061
452	0.004292	0.004389	0.005298	0.004545	0.004151	0.009444	0.005026	0.023651	0.009295	0.011856	0.004118	0.003751	0.002418	-7874.321
453	0.005172	0.0076	0.005672	0.016604	0.007575	0.004972	0.007859	0.017295	0.031121	0.017167	0.006486	0.005283	0.003096	-7870.883
454	0.004139	0.004009	0.006066	0.006223	0.006062	0.01279	0.005265	0.012141	0.004746	0.012773	0.006539	0.003324	0.002699	-7857.654
455	0.006088	0.003972	0.007509	0.007179	0.005208	0.012011	0.00574	0.016289	0.019317	0.015998	0.0063	0.003832	0.001985	-7877.499
456	0.006261	0.002955	0.007048	0.006161	0.007711	0.010208	0.006535	0.009532	0.00604	0.015042	0.007326	0.003723	0.002955	-7854.188
457	0.005367	0.005613	0.006042	0.00675	0.005837	0.015261	0.010717	0.007702	0.015729	0.012914	0.006889	0.002365	0.002246	-7875.784
458	0.006344	0.005078	0.009005	0.006216	0.005118	0.010692	0.012819	0.01254	0.025987	0.012448	0.006254	0.002406	0.002187	-7857.922
459	0.004818	0.004539	0.006593	0.007034	0.00487	0.013666	0.008078	0.018377	0.018387	0.013808	0.00752	0.003595	0.001919	-7846.723
460	0.004222	0.004946	0.008944	0.009753	0.004497	0.015331	0.00828	0.00564	0.006166	0.014368	0.006425	0.0051	0.002192	-7874.103
461	0.00541	0.004103	0.007094	0.006606	0.00465	0.007579	0.006569	0.035005	0.014324	0.015013	0.00713	0.004579	0.002119	-7875.412
462	0.005861	0.005622	0.007686	0.005605	0.00776	0.010759	0.015006	0.01211	0.00723	0.01271	0.007462	0.004524	0.003205	-7856.067
463	0.004666	0.005182	0.007393	0.009882	0.006952	0.022808	0.00549	0.017275	0.01148	0.012912	0.007415	0.004516	0.002774	-7876.673
464	0.007063	0.006199	0.005411	0.009434	0.00492	0.01276	0.008134	0.014337	0.010032	0.010809	0.007741	0.005583	0.002855	-7873.46
465	0.005492	0.003602	0.005593	0.011445	0.005186	0.010774	0.00591	0.011466	0.029967	0.013788	0.007033	0.003309	0.00323	-7863.729
466	0.005021	0.004515	0.00468	0.008103	0.006767	0.010068	0.006124	0.007823	0.014506	0.013207	0.006316	0.004865	0.003296	-7870.399
467	0.006446	0.00489	0.010698	0.011555	0.007277	0.017491	0.006214	0.010205	0.010999	0.013849	0.00562	0.00511	0.00345	-7855.858
468	0.004407	0.005246	0.004297	0.008995	0.004221	0.008613	0.005995	0.021327	0.006741	0.013376	0.005575	0.004143	0.002713	-7866.102
469	0.005251	0.004622	0.00612	0.005151	0.005878	0.004984	0.006157	0.007526	0.015894	0.021363	0.007488	0.005493	0.005221	-7862.1
470	0.005004	0.003466	0.006113	0.004707	0.00407	0.00645	0.007283	0.076898	0.017632	0.01607	0.00763	0.003274	0.002351	-7858.227
471	0.004489	0.004759	0.00559	0.009299	0.006214	0.004719	0.0042	0.006187	0.030175	0.020171	0.008597	0.004426	0.003192	-7873.441
472	0.005247	0.005039	0.008007	0.009598	0.005041	0.007396	0.006431	0.007125	0.014926	0.013352	0.007447	0.004339	0.003175	-7858.277
473	0.004742	0.005714	0.008237	0.005565	0.007199	0.011752	0.008734	0.010945	0.023484	0.016457	0.007199	0.004206	0.003579	-7855.299
474	0.006073	0.004979	0.007177	0.003409	0.00475	0.024213	0.004855	0.011737	0.03008	0.015264	0.007011	0.004965	0.002934	-7866.242
475	0.004307	0.005947	0.006681	0.007978	0.004695	0.005404	0.005268	0.029608	0.029472	0.01329	0.006164	0.003808	0.002421	-7871.34
476	0.003978	0.004616	0.004647	0.011562	0.004798	0.018098	0.007784	0.022397	0.011067	0.014559	0.006618	0.004088	0.004022	-7854.726
477	0.005033	0.004547	0.006324	0.005064	0.005167	0.007605	0.006374	0.016571	0.014684	0.013266	0.005695	0.003952	0.00367	-7862.445
478	0.005038	0.005832	0.007137	0.009481	0.004851	0.016364	0.007974	0.014431	0.009715	0.014177	0.008651	0.004598	0.004474	-7856.486
479	0.003945	0.005836	0.007183	0.004882	0.005772	0.010024	0.006234	0.014452	0.025519	0.015301	0.00786	0.004762	0.004349	-7868.622
480	0.004604	0.005818	0.006587	0.004422	0.005114	0.006762	0.008932	0.006394	0.026881	0.016098	0.007046	0.004928	0.001369	-7866.097
481	0.00525	0.005004	0.006145	0.006289	0.004788	0.00854	0.007246	0.016498	0.009396	0.011493	0.006809	0.004233	0.003073	-7865.357
482	0.005309	0.005375	0.006897	0.005983	0.006358	0.009538	0.009554	0.006906	0.01804	0.013335	0.006387	0.005537	0.002371	-7873.935
483	0.004345	0.00893	0.006772	0.007436	0.005833	0.012999	0.008953	0.010398	0.011757	0.013665	0.007211	0.003454	0.003415	-7857.537
484	0.005325	0.010078	0.006971	0.005698	0.00658	0.006866	0.008266	0.026346	0.014394	0.016487	0.00786	0.004377	0.003583	-7878.876
485	0.006374	0.01053	0.007727	0.006599	0.006145	0.022067	0.006588	0.010262	0.014231	0.010533	0.006868	0.004168	0.002457	-7858.816
486	0.005832	0.005361	0.008347	0.011366	0.005336	0.014179	0.00682	0.007057	0.02228	0.01172	0.008011	0.005126	0.003432	-7881.786
487	0.005556	0.005659	0.00761	0.003389	0.00596	0.007767	0.008574	0.060411	0.008794	0.011743	0.006038	0.004514	0.002937	-7871.877
488	0.003579	0.004236	0.0063	0.003856	0.0056	0.014462	0.006153	0.025109	0.018839	0.014809	0.006554	0.004033	0.001549	-7855.364
489	0.005846	0.00377	0.007656	0.006436	0.004646	0.008536	0.0058	0.007187	0.012633	0.014007	0.006358	0.004869	0.001774	-7860.718
490	0.008688	0.005459	0.005982	0.009478	0.003567	0.010409	0.006651	0.016155	0.010278	0.015277	0.007212	0.005232	0.002164	-7870.844
491	0.006371	0.007907	0.005972	0.007172	0.004307	0.009795	0.005862	0.010848	0.016077	0.013573	0.006432	0.004542	0.003145	-7874.798
492	0.00513	0.005804	0.007895	0.003861	0.005467	0.00482	0.010304	0.012382	0.016714	0.014469	0.007185	0.004861	0.001933	-7852.252
493	0.004769	0.004121	0.004283	0.010466	0.004441	0.007101	0.00559	0.018139	0.010382	0.014212	0.005675	0.003684	0.002109	-7871.996
494	0.004617	0.004091	0.005979	0.00824	0.005005	0.006129	0.003345	0.031965	0.012441	0.015073	0.007285	0.004033	0.003309	-7860.814
495	0.00438	0.005149	0.005814	0.00655	0.005935	0.010428	0.005368	0.024335	0.02167	0.012321	0.008182	0.004384	0.00247	-7861.933
496	0.004281	0.004757	0.006775	0.007979	0.004305	0.01178	0.011368	0.017867	0.01125	0.014841	0.006681	0.00409	0.003384	-7854.883
497	0.00424	0.003218	0.006788	0.004594	0.005058	0.010188	0.007253	0.010299	0.016752	0.011342	0.006594	0.004138	0.002231	-7861.303
498	0.004385	0.003433	0.006734	0.00517	0.004527	0.007329	0.008304	0.02187	0.027774	0.015681	0.007227	0.004214	0.002987	-7875.737
499	0.005819	0.00433	0.008239	0.005796	0.004894	0.012713	0.007772	0.007804	0.014168	0.017777	0.00665	0.00423	0.002795	-7866.243
500	0.006663	0.004777	0.009245	0.007863	0.00595	0.007447	0.007643	0.010839	0.009192	0.018791	0.006565	0.004058	0.002516	-7881.328
501	0.007245	0.005056	0.006868	0.007931	0.005569	0.007476	0.006584	0.011958	0.020519	0.015646	0.00592	0.003844	0.00372	-7868.315
502	0.006382	0.006252	0.007158	0.006585	0.005745	0.00822	0.007943	0.013924	0.016252	0.019904	0.007817	0.003943	0.002736	-7893.288
503	0.004243	0.005509	0.004427	0.004132	0.003713	0.017563	0.008564	0.014854	0.015025	0.014459	0.006132	0.004098	0.002674	-7855.642
504	0.006202	0.004501	0.005116	0.005832	0.003597	0.018553	0.015355	0.013581	0.021929	0.013282	0.006364	0.003249	0.001991	-7869.494
505	0.006396	0.006047	0.004675	0.014014	0.005551	0.022346	0.005336	0.010247	0.009141	0.012123	0.007469	0.004422	0.003355	-7858.442
506	0.005105	0.006144	0.005115	0.019358	0.004534	0.01191	0.005391	0.013753	0.005819	0.013774	0.007028	0.005104	0.00297	-7872.651
507	0.004864	0.004946	0.005689	0.022841	0.005466	0.00499	0.005856	0.007729	0.028695	0.015582	0.008324	0.005819	0.004002	-7860.708
508	0.004931	0.005745	0.005693	0.00841	0.006948	0.012992	0.007868	0.005543	0.008834	0.013757	0.006182	0.005006	0.003512	-7856.353
509	0.004121	0.006117	0.004822	0.004928	0.005888	0.009347	0.005887	0.03195	0.005593	0.015989	0.006437	0.00291	0.001461	-7875.257
510	0.006931	0.006448	0.005314	0.010599	0.005539	0.005621	0.003385	0.008017	0.037811	0.01307	0.007184	0.004303	0.003798	-7866.226
511	0.006975	0.006441	0.006324	0.006821	0.006805	0.005994	0.00753	0.00636	0.016775	0.017736	0.00944	0.005532	0.005029	-7876.201
512	0.006534	0.005263	0.007989	0.006821	0.005533	0.00726	0.006862	0.007867	0.026623	0.013772	0.006382	0.003201	0.003157	-7870.769
513	0.006892	0.004957	0.00515	0.008094	0.00558	0.018309	0.008538	0.013306	0.059256	0.016037	0.007489	0.002918	0.002523	-7856.036
514	0.005634	0.005007	0.007422	0.006273	0.004396	0.009346	0.004984	0.019379	0.030672	0.015567	0.005735	0.003333	0.002327	-7881.72
515	0.00364	0.005014	0.008233	0.006069	0.006457	0.011233	0.006649	0.015777	0.007075	0.014511	0.005474	0.003797	0.003526	-7861.039
516	0.004061	0.00411	0.006136	0.005071	0.005992	0.014661	0.007821	0.010658	0.018177	0.016711	0.005935	0.003735	0.002435	-7852.397
517	0.00518	0.005033	0.009177	0.007081	0.006148	0.009318	0.004602	0.008578	0.025143	0.015785	0.007536	0.003917	0.003797	-7875.967
518	0.005438	0.005329	0.007155	0.006245	0.006554	0.015227	0.01041	0.01402	0.011533	0.015333	0.005343	0.003942	0.002991	-7862.05
519	0.005016	0.006838	0.004337	0.007813	0.004359	0.010287	0.007611	0.006413	0.021117	0.014331	0.005863	0.004077	0.003818	-7874.874
520	0.004352	0.004658	0.005779	0.012284	0.005314	0.003876	0.00476	0.019773	0.007339	0.019576	0.008141	0.002798	0.001366	-7852.969
521	0.006271	0.003756	0.004444	0.004591	0.006724	0.00723	0.02308	0.009636	0.016918	0.013786	0.008056	0.003665	0.001689	-7861.909
522	0.005401	0.0028	0.010235	0.005427	0.004908	0.013091	0.004511	0.012429	0.011907	0.013131	0.007002	0.00375	0.003505	-7866.414
523	0.006058	0.006214	0.006433	0.005963	0.002918	0.011517	0.006306	0.020041	0.00729	0.011315	0.007274	0.003747	0.001916	-7848.269
524	0.005556	0.00388	0.005996	0.010002	0.004353	0.026329	0.003575	0.028453	0.021079	0.013159	0.006703	0.004861	0.002573	-7862.789
525	0.005624	0.005104	0.008141	0.007851	0.004681	0.020843	0.006907	0.018187	0.016276	0.011726	0.006124	0.003908	0.002769	-7862.766
526	0.004585	0.005924	0.008014	0.006493	0.005763	0.01842	0.011234	0.0113	0.009426	0.012004	0.006228	0.004854	0.003012	-7856.657
527	0.003879	0.006874	0.006959	0.008978	0.004217	0.011854	0.007814	0.011531	0.009018	0.010469	0.006015	0.005254	0.004457	-7867.703
528	0.005323	0.006553	0.006296	0.005603	0.00568	0.020516	0.005103	0.015124	0.009858	0.011598	0.007161	0.003792	0.002403	-7850.241
529	0.005599	0.006046	0.004577	0.005213	0.005078	0.009329	0.007068	0.007765	0.020633	0.014154	0.00642	0.003696	0.001839	-7875.103
530	0.00378	0.003856	0.006518	0.005596	0.00562	0.007797	0.007675	0.036516	0.020279	0.016379	0.006317	0.003888	0.003054	-7856.647
531	0.004907	0.004467	0.006925	0.008046	0.004836	0.012483	0.005526	0.011541	0.009391	0.011222	0.004347	0.00412	0.001215	-7854.806
532	0.004366	0.005336	0.010286	0.006169	0.006556	0.00918	0.005127	0.006938	0.008914	0.015807	0.00745	0.004845	0.002614	-7877.706
533	0.004557	0.00553	0.004691	0.010419	0.00422	0.012903	0.004365	0.013944	0.037811	0.015231	0.006487	0.003287	0.001384	-7866.217
534	0.00404	0.00592	0.009066	0.006899	0.005395	0.008575	0.008595	0.016112	0.008476	0.017027	0.008716	0.004815	0.002439	-7869.404
535	0.005292	0.006011	0.008705	0.008615	0.006038	0.011456	0.004322	0.009453	0.014314	0.015873	0.007826	0.005281	0.004479	-7879.605
536	0.004435	0.005116	0.003803	0.006258	0.005601	0.010934	0.006482	0.01499	0.023794	0.013546	0.00597	0.004992	0.002582	-7859.857
537	0.003856	0.00325	0.005738	0.008053	0.004567	0.014089	0.003354	0.008305	0.012167	0.013821	0.007635	0.005525	0.003661	-7860.188
538	0.005025	0.005534	0.008417	0.005731	0.004963	0.011604	0.008855	0.006114	0.009883	0.012529	0.006796	0.005121	0.003155	-7862.55
539	0.004128	0.005286	0.006225	0.006015	0.005526	0.006486	0.014696	0.009493	0.017052	0.010906	0.005346	0.003104	0.002242	-7874.807
540	0.004264	0.00548	0.005895	0.007307	0.004344	0.011283	0.010363	0.009165	0.029117	0.010532	0.006943	0.003683	0.003452	-7868.485
541	0.004175	0.007308	0.007356	0.007159	0.00463	0.015639	0.007986	0.008152	0.044918	0.012886	0.00785	0.004522	0.003539	-7870.666
542	0.00674	0.005572	0.008735	0.008542	0.005078	0.014437	0.008934	0.011939	0.035158	0.014961	0.007674	0.004826	0.002961	-7871.272
543	0.004991	0.003739	0.007631	0.003367	0.005803	0.011583	0.017071	0.007925	0.007817	0.012276	0.007216	0.004849	0.002442	-7869.158
544	0.004555	0.0068	0.007913	0.004292	0.004934	0.01718	0.005442	0.016627	0.013299	0.01147	0.006646	0.004044	0.002297	-7872.291
545	0.005281	0.00574	0.010774	0.008928	0.003922	0.007263	0.00393	0.016556	0.005539	0.013844	0.008154	0.00516	0.003753	-7877.691
546	0.004966	0.003761	0.007382	0.009788	0.004706	0.008029	0.013665	0.005598	0.007029	0.016035	0.005985	0.005344	0.002111	-7864.943
547	0.004544	0.005129	0.007345	0.004173	0.004962	0.019733	0.00583	0.0155	0.066636	0.013395	0.007796	0.003218	0.001791	-7856.055
548	0.004652	0.005805	0.006751	0.004389	0.006899	0.007428	0.01091	0.011711	0.009912	0.017171	0.007834	0.004555	0.00255	-7866.316
549	0.004635	0.00662	0.005394	0.003844	0.005506	0.005984	0.01297	0.011512	0.016646	0.015993	0.007241	0.003658	0.003508	-7868.264
550	0.004121	0.004684	0.006451	0.007917	0.004901	0.030465	0.009436	0.015643	0.032605	0.012009	0.006512	0.00377	0.002732	-7867.557
551	0.008063	0.00451	0.008882	0.003543	0.00508	0.008391	0.008362	0.010511	0.015059	0.014193	0.007728	0.004048	0.002812	-7861.465
552	0.004349	0.004198	0.008727	0.003809	0.005783	0.018748	0.004704	0.006216	0.017166	0.012852	0.007754	0.005278	0.003327	-7864.934
553	0.003965	0.003883	0.007489	0.004812	0.004603	0.010202	0.010468	0.00634	0.008938	0.01082	0.005116	0.004737	0.002033	-7852.435
554	0.00604	0.00618	0.005445	0.005637	0.005025	0.014254	0.009112	0.007406	0.013018	0.016218	0.006605	0.005118	0.002467	-7850.02
555	0.003763	0.005248	0.006292	0.006247	0.005071	0.014355	0.008444	0.006163	0.025455	0.012416	0.007275	0.004393	0.003084	-7882.825
556	0.004636	0.0046	0.008266	0.003262	0.005532	0.011252	0.005036	0.009359	0.012781	0.012125	0.006751	0.004485	0.003716	-7875.381
557	0.007387	0.004225	0.017513	0.008878	0.004079	0.015168	0.007359	0.012099	0.012737	0.013706	0.00746	0.006675	0.003658	-7862.811
558	0.006181	0.004427	0.004886	0.007213	0.005932	0.014615	0.008451	0.02195	0.022512	0.013218	0.007536	0.004438	0.001808	-7875.707
559	0.005494	0.003694	0.004912	0.010583	0.005509	0.008466	0.00514	0.014958	0.015857	0.011821	0.005622	0.002226	0.001819	-7867.469
560	0.007094	0.003644	0.006271	0.005359	0.003992	0.005768	0.006593	0.007669	0.011504	0.014239	0.006515	0.004711	0.003074	-7865.229
561	0.006458	0.006231	0.006934	0.005324	0.005507	0.009342	0.006507	0.013495	0.013223	0.013507	0.008676	0.005722	0.002177	-7866.151
562	0.005746	0.00794	0.007448	0.005788	0.005019	0.011067	0.006829	0.014891	0.01131	0.016202	0.009392	0.004915	0.00262	-7870.272
563	0.006002	0.002884	0.009478	0.005086	0.003763	0.014125	0.008231	0.007007	0.026556	0.015105	0.008221	0.004527	0.003022	-7886.497
564	0.006796	0.005534	0.006901	0.007485	0.004418	0.009637	0.007054	0.014227	0.021552	0.014322	0.00815	0.00472	0.003089	-7860.281
565	0.004888	0.007376	0.00618	0.006546	0.004806	0.009385	0.00643	0.007687	0.020949	0.012121	0.007103	0.006038	0.005506	-7879.493
566	0.004156	0.006165	0.004621	0.005721	0.005133	0.008235	0.007659	0.012322	0.021283	0.016135	0.009104	0.004623	0.004601	-7873.281
567	0.006328	0.004838	0.007021	0.004795	0.004095	0.00847	0.007147	0.007892	0.023424	0.01223	0.006443	0.004842	0.003991	-7852.106
