Sample	theta_1A	theta_2B	theta_3C.D	theta_4E	theta_5H	theta_6AEC.DBH	theta_7AEC.DB	theta_8EC.DB	theta_9EC.D	tau_6AEC.DBH	tau_7AEC.DB	tau_8EC.DB	tau_9EC.D	lnL
1213	0.006312	0.005141	0.006966	0.006518	0.005435	0.019393	0.008237	0.00502	0.011065	0.01066	0.006035	0.004531	0.003538	-7874.133
1214	0.005036	0.004715	0.004527	0.006686	0.006312	0.009282	0.007074	0.014072	0.022046	0.009436	0.006371	0.003768	0.002711	-7871.392
1215	0.006009	0.005176	0.01008	0.009054	0.006172	0.011112	0.007047	0.011618	0.010127	0.010039	0.006337	0.004398	0.001939	-7859.444
1216	0.005928	0.005018	0.005751	0.005718	0.00348	0.01757	0.006907	0.00605	0.005532	0.011652	0.00727	0.005544	0.003913	-7864.372
1217	0.004024	0.006052	0.009693	0.005104	0.006683	0.018241	0.009969	0.010248	0.022166	0.012246	0.004866	0.004486	0.002348	-7851.089
1218	0.006137	0.004101	0.005632	0.005636	0.007416	0.014105	0.00654	0.014367	0.034248	0.013969	0.006528	0.004608	0.00389	-7866.531
1219	0.004248	0.005336	0.007187	0.004957	0.004735	0.029281	0.00455	0.010438	0.014485	0.016259	0.007837	0.003428	0.001966	-7859.108
1220	0.004877	0.003028	0.005356	0.007749	0.006708	0.012559	0.007439	0.023067	0.013235	0.013193	0.006168	0.00296	0.002134	-7853.287
1221	0.003929	0.004171	0.007854	0.007195	0.004904	0.006881	0.008509	0.011827	0.008513	0.013159	0.004604	0.003905	0.001476	-7864.348
1222	0.004508	0.005591	0.005824	0.014615	0.005272	0.005094	0.003806	0.01939	0.017763	0.012565	0.007228	0.005476	0.003258	-7864.977
1223	0.003421	0.006053	0.006787	0.003515	0.005203	0.010901	0.00821	0.020729	0.015552	0.016194	0.008051	0.004636	0.003769	-7859.992
1224	0.005715	0.005698	0.008742	0.014139	0.005007	0.014704	0.007881	0.014102	0.006315	0.011156	0.008028	0.004769	0.002545	-7881.839
1225	0.004696	0.006547	0.00571	0.009322	0.003523	0.018033	0.006293	0.018189	0.013115	0.012684	0.00661	0.005076	0.00178	-7851.437
1226	0.00443	0.005005	0.010587	0.006421	0.006078	0.01824	0.008599	0.014171	0.014153	0.009539	0.006076	0.004233	0.002522	-7860.327
1227	0.005222	0.007236	0.006944	0.004265	0.005342	0.020004	0.005335	0.01638	0.009226	0.010488	0.007536	0.003698	0.002238	-7883.635
1228	0.004289	0.005733	0.005299	0.008233	0.005311	0.007216	0.004196	0.009403	0.027985	0.015091	0.006557	0.004257	0.002836	-7866.443
1229	0.007421	0.006376	0.007599	0.008202	0.00561	0.009342	0.005605	0.016929	0.006736	0.01425	0.007318	0.004539	0.002296	-7857.962
1230	0.005607	0.005813	0.00654	0.009058	0.004849	0.021012	0.007195	0.010005	0.009455	0.011826	0.005999	0.004131	0.003604	-7898.871
1231	0.004994	0.007167	0.006973	0.012954	0.005195	0.021006	0.006609	0.027813	0.009593	0.012211	0.005721	0.00419	0.002777	-7877.728
1232	0.00428	0.004601	0.007174	0.006326	0.005503	0.00959	0.007923	0.024661	0.006479	0.012077	0.005776	0.004485	0.002811	-7849.551
1233	0.00538	0.005838	0.005641	0.006725	0.006088	0.009752	0.011066	0.015	0.010438	0.013557	0.005268	0.004264	0.003377	-7869.591
1234	0.005375	0.003938	0.007149	0.006704	0.005396	0.009676	0.007481	0.010696	0.00802	0.016407	0.007534	0.005453	0.00247	-7861.066
1235	0.007025	0.004478	0.005097	0.004788	0.00519	0.010136	0.006607	0.007347	0.005925	0.016761	0.009848	0.005677	0.004588	-7875.163
1236	0.004453	0.005842	0.005509	0.003005	0.006987	0.01255	0.006505	0.021237	0.004985	0.015918	0.005601	0.00347	0.00293	-7866.587
1237	0.004856	0.006091	0.006672	0.004638	0.00615	0.007216	0.006949	0.007336	0.013921	0.017532	0.006544	0.004863	0.00286	-7868.831
1238	0.004866	0.003472	0.006456	0.010018	0.005099	0.007346	0.009649	0.00987	0.009728	0.016273	0.005499	0.003972	0.002169	-7859.065
1239	0.005259	0.004641	0.007405	0.010348	0.004758	0.009247	0.009426	0.022379	0.015161	0.014604	0.007535	0.002929	0.002295	-7857.242
1240	0.004955	0.005035	0.00583	0.010626	0.004619	0.004811	0.00521	0.009134	0.020098	0.015157	0.008955	0.004327	0.003189	-7864.098
1241	0.00386	0.00508	0.007382	0.003967	0.00496	0.009199	0.005832	0.011132	0.01443	0.015015	0.009118	0.004817	0.004757	-7875.454
1242	0.004534	0.006324	0.007554	0.005913	0.00505	0.009146	0.012696	0.008583	0.007594	0.013294	0.006191	0.004445	0.003151	-7859.558
1243	0.004758	0.005555	0.006166	0.015612	0.004967	0.00734	0.00642	0.010412	0.010284	0.012041	0.006499	0.004242	0.00244	-7847.672
1244	0.006156	0.004198	0.005907	0.008618	0.004693	0.010264	0.011221	0.01147	0.010604	0.013723	0.0074	0.004126	0.003144	-7853.52
1245	0.00827	0.003587	0.007117	0.006201	0.003205	0.012046	0.00494	0.007497	0.009268	0.014472	0.006413	0.004622	0.001974	-7865.426
1246	0.00671	0.004183	0.006708	0.00381	0.004873	0.01047	0.013139	0.004701	0.02086	0.011271	0.005978	0.003977	0.002389	-7864.25
1247	0.004263	0.00355	0.006793	0.006181	0.004758	0.016479	0.006373	0.013585	0.010007	0.013535	0.007665	0.003805	0.002395	-7858.15
1248	0.006055	0.004266	0.006624	0.005791	0.003862	0.009535	0.007759	0.004033	0.020118	0.012636	0.005888	0.004508	0.003159	-7853.842
1249	0.004458	0.005009	0.006972	0.007778	0.005763	0.008963	0.007085	0.006983	0.016174	0.015483	0.008083	0.004302	0.002498	-7882.527
1250	0.006337	0.005174	0.008189	0.007264	0.009143	0.010464	0.007548	0.013081	0.006207	0.016092	0.007426	0.005042	0.003625	-7873.944
1251	0.007118	0.004243	0.006694	0.005634	0.005631	0.010532	0.005933	0.00965	0.017511	0.013941	0.008831	0.004141	0.002657	-7869.109
1252	0.005678	0.006144	0.006834	0.008794	0.006244	0.009645	0.008705	0.010806	0.013942	0.011655	0.006372	0.004743	0.002741	-7865.365
1253	0.004707	0.006585	0.004788	0.008549	0.005446	0.015894	0.009744	0.018271	0.013551	0.016524	0.006797	0.004413	0.002539	-7873.368
1254	0.006172	0.004972	0.007317	0.005945	0.006691	0.015663	0.017042	0.009292	0.028726	0.014476	0.007224	0.004471	0.00336	-7885.008
1255	0.007103	0.004854	0.008798	0.012139	0.00635	0.009542	0.006701	0.014094	0.006755	0.015966	0.006242	0.004413	0.002385	-7872.25
1256	0.003699	0.00373	0.008644	0.008483	0.005121	0.008581	0.010542	0.065096	0.008122	0.014848	0.008074	0.004006	0.002691	-7862.447
1257	0.004608	0.005317	0.006113	0.006942	0.006635	0.022994	0.012163	0.004699	0.011732	0.016854	0.006888	0.004659	0.003799	-7878.715
1258	0.005044	0.003176	0.006365	0.006947	0.005495	0.012011	0.007082	0.013349	0.028748	0.012742	0.005623	0.003859	0.003067	-7873.316
1259	0.004579	0.003833	0.005035	0.006046	0.004428	0.007585	0.009075	0.008653	0.00581	0.011768	0.006215	0.003132	0.001559	-7858.878
1260	0.004547	0.004839	0.007201	0.004487	0.006198	0.018557	0.010426	0.008858	0.027592	0.011072	0.007537	0.004385	0.004365	-7860.354
1261	0.00654	0.00451	0.008484	0.011659	0.004548	0.006734	0.003522	0.00969	0.00914	0.010407	0.006487	0.003433	0.002456	-7857.138
1262	0.006338	0.004098	0.00632	0.004596	0.007778	0.030676	0.00517	0.014349	0.032048	0.013521	0.007274	0.003432	0.002295	-7854.338
1263	0.005203	0.004338	0.00647	0.009755	0.005298	0.007311	0.005938	0.00921	0.00959	0.01164	0.006507	0.004826	0.003344	-7847.75
1264	0.005567	0.004984	0.006373	0.004882	0.004378	0.014414	0.008334	0.009237	0.016586	0.009812	0.006711	0.004554	0.002156	-7862.058
1265	0.006295	0.004391	0.007201	0.003881	0.006256	0.009663	0.009487	0.00933	0.041002	0.010727	0.007084	0.003851	0.00324	-7856.844
1266	0.006853	0.007488	0.007155	0.004519	0.004336	0.00742	0.004961	0.015141	0.007485	0.010968	0.006364	0.004647	0.002871	-7864.238
1267	0.004522	0.004771	0.007344	0.002616	0.003933	0.020251	0.006246	0.016316	0.007459	0.01137	0.006107	0.004052	0.002879	-7870.358
1268	0.003721	0.004633	0.007909	0.010745	0.005231	0.008126	0.005605	0.012452	0.022487	0.018059	0.007347	0.0036	0.003225	-7848.165
1269	0.00501	0.005314	0.005286	0.004116	0.006852	0.011179	0.005759	0.007325	0.006624	0.013404	0.006444	0.003964	0.002224	-7852.948
1270	0.006863	0.00434	0.008703	0.008479	0.00487	0.016704	0.010437	0.007502	0.012031	0.012747	0.006663	0.005421	0.003923	-7864.517
1271	0.004015	0.005393	0.008924	0.006226	0.005345	0.015333	0.007535	0.009487	0.006212	0.014681	0.006569	0.004632	0.003588	-7876.821
1272	0.006186	0.003945	0.008814	0.006001	0.006947	0.02192	0.00657	0.011401	0.01032	0.01737	0.006961	0.004033	0.003765	-7867.167
1273	0.00521	0.004488	0.003681	0.01338	0.004543	0.005857	0.007723	0.017362	0.022166	0.016317	0.006276	0.002499	0.001211	-7881.404
1274	0.00593	0.004938	0.008071	0.006528	0.004948	0.008848	0.005044	0.011639	0.013497	0.016804	0.009537	0.004875	0.002518	-7862.121
1275	0.004272	0.004092	0.008048	0.009674	0.004141	0.006091	0.005264	0.006108	0.007496	0.010653	0.00696	0.003633	0.002158	-7871.657
1276	0.007909	0.00573	0.009424	0.006764	0.005983	0.013146	0.006015	0.012409	0.006207	0.013089	0.006483	0.004819	0.003375	-7887.231
1277	0.005018	0.004944	0.010714	0.010868	0.004918	0.009346	0.008097	0.010285	0.011026	0.011816	0.00744	0.005727	0.002131	-7870.59
1278	0.004523	0.003336	0.0055	0.005754	0.005482	0.013255	0.013733	0.012888	0.010458	0.01126	0.006883	0.003575	0.002726	-7863.145
1279	0.00466	0.005491	0.006817	0.013515	0.004934	0.011533	0.007164	0.008811	0.009011	0.016056	0.006868	0.004066	0.002532	-7854.675
1280	0.005205	0.003501	0.006778	0.010201	0.00555	0.010417	0.009687	0.010838	0.011982	0.014395	0.005934	0.004015	0.003495	-7863.594
1281	0.003919	0.003303	0.006357	0.009756	0.006123	0.012632	0.00445	0.007228	0.011251	0.013315	0.006919	0.003784	0.002644	-7859.706
1282	0.006832	0.005298	0.00704	0.009019	0.006157	0.019913	0.009167	0.015897	0.007796	0.015956	0.007762	0.003369	0.002767	-7859.078
1283	0.004996	0.005023	0.006333	0.007257	0.004158	0.021696	0.010102	0.008417	0.006726	0.017386	0.007446	0.005178	0.003548	-7860.465
1284	0.004207	0.005585	0.005687	0.012501	0.004608	0.009466	0.011327	0.009219	0.017984	0.015033	0.007976	0.005128	0.002948	-7861.081
1285	0.005563	0.006066	0.006075	0.003095	0.004831	0.014747	0.006698	0.033589	0.009403	0.016694	0.008611	0.00476	0.003239	-7862.79
1286	0.003686	0.004473	0.004922	0.008407	0.006746	0.012089	0.009869	0.010024	0.014871	0.014117	0.006361	0.004484	0.002675	-7860.486
1287	0.005833	0.003647	0.00549	0.006487	0.006588	0.005297	0.008171	0.009941	0.009911	0.015178	0.006134	0.003547	0.001954	-7853.458
1288	0.004883	0.003849	0.005142	0.008875	0.005319	0.010252	0.014265	0.007328	0.019114	0.01435	0.006664	0.005399	0.002592	-7856.946
1289	0.0035	0.00619	0.00709	0.012414	0.005606	0.006594	0.008462	0.006652	0.014917	0.019083	0.00735	0.003742	0.002429	-7871.127
1290	0.006075	0.00552	0.008156	0.006227	0.005041	0.007355	0.007497	0.024135	0.018638	0.015204	0.006373	0.004123	0.003248	-7866.329
1291	0.003184	0.004394	0.005131	0.00739	0.007345	0.006837	0.007875	0.010825	0.035606	0.017235	0.006268	0.003339	0.002077	-7859.991
1292	0.00575	0.006591	0.00784	0.003506	0.007229	0.011902	0.012218	0.00554	0.012515	0.018409	0.008368	0.006516	0.002264	-7870.675
1293	0.005265	0.004453	0.005934	0.004907	0.005634	0.005765	0.005068	0.009556	0.006953	0.017372	0.00726	0.003834	0.002689	-7867.204
1294	0.00571	0.005586	0.005696	0.006943	0.008376	0.004035	0.006467	0.007499	0.017603	0.016512	0.007139	0.004012	0.002354	-7866.129
1295	0.004241	0.005575	0.006107	0.004958	0.005747	0.008503	0.004789	0.016752	0.033243	0.012987	0.007581	0.004096	0.003208	-7864.77
1296	0.004056	0.004171	0.006549	0.010897	0.004728	0.005337	0.004937	0.03167	0.007674	0.01406	0.007066	0.005201	0.002988	-7862.723
1297	0.004747	0.007268	0.00594	0.004692	0.004885	0.00654	0.006857	0.010916	0.012335	0.016507	0.008777	0.005428	0.001628	-7865.702
1298	0.004941	0.005757	0.005515	0.004424	0.005474	0.018093	0.006407	0.007729	0.015736	0.015804	0.005804	0.003572	0.001309	-7869.792
1299	0.00522	0.004247	0.010222	0.005049	0.004855	0.007418	0.005027	0.016223	0.008411	0.012486	0.006824	0.003938	0.002072	-7849.102
1300	0.004634	0.004743	0.00751	0.006094	0.006331	0.01049	0.008137	0.01163	0.010023	0.010492	0.005341	0.003031	0.002862	-7869.894
1301	0.007075	0.004826	0.007735	0.003828	0.005045	0.019253	0.005343	0.006044	0.004638	0.011592	0.006332	0.004792	0.00315	-7863.694
1302	0.004781	0.005305	0.007389	0.006757	0.004613	0.006953	0.007539	0.027901	0.045915	0.018462	0.007467	0.003781	0.002093	-7863.574
1303	0.004021	0.00551	0.006972	0.008027	0.004753	0.006782	0.007872	0.005775	0.040587	0.010992	0.006574	0.00505	0.002739	-7876.119
1304	0.005251	0.004817	0.006857	0.007881	0.003483	0.015607	0.00851	0.017099	0.012886	0.012411	0.00582	0.004749	0.003173	-7869.748
1305	0.004008	0.005513	0.004889	0.005851	0.004656	0.008679	0.005232	0.010735	0.009566	0.01192	0.005781	0.0039	0.003395	-7876.893
1306	0.005026	0.006374	0.0046	0.012566	0.004688	0.027012	0.008594	0.006117	0.015177	0.01279	0.00561	0.005149	0.003055	-7872.107
1307	0.00513	0.005071	0.007582	0.012582	0.005157	0.009198	0.007742	0.015726	0.008583	0.010349	0.006799	0.005245	0.001614	-7887.84
1308	0.004897	0.007107	0.007228	0.006096	0.005918	0.010904	0.005715	0.010936	0.025498	0.012989	0.006423	0.005248	0.003975	-7862.248
1309	0.006031	0.003292	0.006607	0.008636	0.005503	0.009451	0.006199	0.013258	0.03097	0.012236	0.006445	0.004204	0.003607	-7870.458
1310	0.004934	0.004308	0.006262	0.0077	0.005906	0.00735	0.006932	0.005148	0.024866	0.013627	0.005958	0.004435	0.002031	-7866.364
1311	0.004971	0.003371	0.007622	0.003669	0.003889	0.034967	0.008444	0.016546	0.009098	0.01499	0.006517	0.0032	0.002074	-7862.255
1312	0.006881	0.004812	0.007277	0.005756	0.005039	0.010879	0.003239	0.006598	0.004942	0.012892	0.007818	0.004395	0.003372	-7886.351
1313	0.007283	0.005422	0.005965	0.011172	0.005663	0.014508	0.013136	0.01043	0.024809	0.015483	0.007569	0.003783	0.003454	-7876.906
1314	0.005875	0.006934	0.006406	0.008964	0.00432	0.015659	0.004813	0.017149	0.009211	0.019509	0.00846	0.005432	0.002994	-7876.367
1315	0.007158	0.004555	0.006637	0.003292	0.003731	0.007879	0.005082	0.055517	0.012793	0.01049	0.006282	0.004661	0.001628	-7882.967
1316	0.003354	0.004864	0.00506	0.007203	0.005211	0.012769	0.017515	0.047872	0.019796	0.012466	0.004279	0.003847	0.003036	-7868.152
1317	0.004358	0.007256	0.006231	0.008934	0.004833	0.008767	0.010301	0.011174	0.009392	0.013662	0.004498	0.00434	0.00306	-7874.502
1318	0.00383	0.004589	0.010433	0.009643	0.006664	0.012295	0.006382	0.011644	0.007645	0.01492	0.00943	0.00416	0.004079	-7863.828
1319	0.003787	0.004069	0.008824	0.007691	0.006018	0.016403	0.005452	0.016886	0.015069	0.01437	0.007083	0.002578	0.002393	-7873.792
1320	0.004499	0.003791	0.007391	0.004523	0.005988	0.008552	0.007226	0.015591	0.03631	0.012347	0.00593	0.004133	0.002762	-7856.736
1321	0.004271	0.004137	0.006695	0.006698	0.005936	0.009886	0.00685	0.011609	0.021562	0.01718	0.005635	0.004206	0.002569	-7861.463
1322	0.004202	0.003782	0.006872	0.008808	0.005811	0.015461	0.007791	0.026977	0.012354	0.01103	0.005328	0.003294	0.002958	-7860.59
1323	0.004137	0.005887	0.007065	0.009769	0.006547	0.01302	0.007042	0.011685	0.017139	0.012208	0.008065	0.004475	0.002925	-7888.638
1324	0.003747	0.005519	0.005878	0.009641	0.006051	0.029212	0.006726	0.028629	0.008006	0.010482	0.0054	0.004391	0.002093	-7873.707
1325	0.004854	0.005013	0.008526	0.003814	0.003572	0.010845	0.008184	0.012611	0.01903	0.015186	0.007479	0.00422	0.00332	-7857.441
1326	0.005826	0.005299	0.005648	0.003918	0.005516	0.010757	0.006045	0.016529	0.014333	0.013778	0.008277	0.004561	0.002904	-7895.908
1327	0.004059	0.004424	0.007833	0.003259	0.006578	0.01495	0.00672	0.023536	0.005361	0.0128	0.006482	0.004003	0.002886	-7852.051
1328	0.003425	0.007127	0.005334	0.004169	0.005693	0.014835	0.009229	0.009888	0.028828	0.012673	0.005338	0.004212	0.001751	-7858.091
1329	0.005568	0.005972	0.006564	0.008126	0.006514	0.008591	0.006687	0.014488	0.032798	0.016607	0.007019	0.004077	0.002878	-7867.271
1330	0.003868	0.005062	0.009516	0.003925	0.007286	0.009879	0.008006	0.008664	0.005762	0.012427	0.007665	0.004395	0.003871	-7871.804
1331	0.004306	0.005529	0.005749	0.011731	0.003245	0.004476	0.005058	0.009931	0.009816	0.016967	0.008947	0.004048	0.0022	-7863.673
1332	0.003795	0.004535	0.005406	0.004935	0.005231	0.01037	0.004818	0.010922	0.019878	0.014973	0.007083	0.003855	0.002701	-7858.775
1333	0.004885	0.003893	0.006164	0.0079	0.004849	0.018252	0.004437	0.013027	0.0084	0.01192	0.007433	0.003628	0.00249	-7870.296
1334	0.005407	0.005686	0.005178	0.007427	0.005951	0.012211	0.0063	0.028402	0.017159	0.011203	0.005354	0.005001	0.001365	-7853.918
1335	0.003228	0.004734	0.008868	0.013075	0.004911	0.015409	0.007839	0.011662	0.012106	0.011783	0.006934	0.005299	0.004984	-7854.823
1336	0.005218	0.003205	0.005163	0.00791	0.006236	0.012006	0.006419	0.008618	0.007344	0.011451	0.007445	0.003588	0.002329	-7857.155
1337	0.003658	0.004624	0.006124	0.006792	0.00548	0.009903	0.007946	0.010928	0.008576	0.013898	0.005803	0.004026	0.002584	-7870.333
1338	0.004066	0.003697	0.007891	0.00681	0.005072	0.011807	0.005219	0.008196	0.012916	0.014737	0.007056	0.004136	0.003106	-7859.873
1339	0.003691	0.005188	0.003977	0.01551	0.003784	0.011143	0.009046	0.01172	0.0111	0.012692	0.00508	0.004471	0.00178	-7850.362
1340	0.003543	0.004364	0.006595	0.007026	0.005227	0.009961	0.010076	0.009901	0.007693	0.013823	0.006848	0.004062	0.002307	-7856.092
1341	0.00423	0.004798	0.006268	0.007836	0.005437	0.011837	0.007969	0.011145	0.013079	0.014134	0.007077	0.003606	0.002847	-7846.718
1342	0.004523	0.003832	0.007934	0.010134	0.003309	0.012233	0.010855	0.010629	0.038313	0.012718	0.005811	0.004339	0.002489	-7848.297
1343	0.004046	0.004552	0.005371	0.002471	0.005567	0.00863	0.004171	0.008661	0.015564	0.015201	0.00696	0.003647	0.003089	-7853.523
1344	0.006503	0.006265	0.003869	0.007011	0.004998	0.007939	0.0058	0.015597	0.019119	0.016873	0.007476	0.005312	0.001995	-7875.81
1345	0.004962	0.00732	0.007282	0.005835	0.006519	0.010173	0.008428	0.017462	0.005338	0.013621	0.005819	0.003594	0.003243	-7884.083
1346	0.004084	0.006062	0.007853	0.004731	0.005825	0.006877	0.006719	0.010283	0.021169	0.01566	0.006425	0.003928	0.002567	-7857.839
1347	0.005999	0.0062	0.006432	0.003669	0.006357	0.012293	0.009556	0.011468	0.013195	0.014742	0.007748	0.005018	0.002446	-7864.211
1348	0.004995	0.005652	0.006181	0.009764	0.005821	0.013335	0.008447	0.013832	0.007707	0.01191	0.007355	0.004401	0.002542	-7895.279
1349	0.004087	0.005031	0.010508	0.006864	0.003765	0.011269	0.009578	0.007866	0.008902	0.011856	0.006665	0.004868	0.003196	-7864.935
1350	0.006639	0.00317	0.006807	0.003718	0.006114	0.00859	0.009045	0.010196	0.02539	0.015014	0.008195	0.005939	0.004054	-7867.624
1351	0.005776	0.005446	0.006578	0.005231	0.004689	0.010411	0.005763	0.013906	0.004201	0.011444	0.006778	0.004804	0.003916	-7876.949
1352	0.004368	0.003601	0.010799	0.00448	0.004951	0.016168	0.006363	0.014219	0.014105	0.016607	0.007872	0.003743	0.002677	-7876.755
1353	0.005806	0.004347	0.00549	0.004656	0.004687	0.010765	0.007324	0.006247	0.020653	0.01124	0.006209	0.004685	0.002575	-7869.141
1354	0.003957	0.005354	0.005832	0.00537	0.004558	0.015883	0.007894	0.009417	0.005999	0.012199	0.005279	0.004298	0.00215	-7868.467
1355	0.005159	0.006006	0.004441	0.006816	0.00519	0.007414	0.006451	0.006329	0.021252	0.015379	0.005236	0.004374	0.002182	-7869.314
1356	0.007792	0.003819	0.005902	0.004497	0.009513	0.006144	0.005346	0.006666	0.006842	0.015488	0.008704	0.005606	0.004029	-7865.725
1357	0.003794	0.005443	0.008075	0.008666	0.003675	0.017499	0.005665	0.012942	0.01764	0.0113	0.006942	0.006001	0.002048	-7853.639
1358	0.004215	0.004655	0.008744	0.006267	0.004302	0.008523	0.011574	0.008028	0.011081	0.012641	0.007052	0.004062	0.003124	-7851.565
1359	0.004228	0.004379	0.007847	0.010709	0.004614	0.006814	0.003821	0.01494	0.011438	0.014453	0.007613	0.004637	0.002476	-7862.346
1360	0.004683	0.004578	0.004526	0.007141	0.005289	0.007068	0.005709	0.021878	0.019875	0.012155	0.00658	0.002924	0.002361	-7856.478
1361	0.005612	0.005146	0.006748	0.0065	0.00422	0.024858	0.005766	0.007645	0.011796	0.01142	0.006819	0.005117	0.001641	-7869.595
1362	0.0044	0.00617	0.007035	0.005245	0.004237	0.013099	0.008578	0.024445	0.010354	0.014765	0.007187	0.006685	0.002649	-7881.258
1363	0.004927	0.004127	0.007597	0.004772	0.005122	0.030429	0.010486	0.006584	0.02156	0.01129	0.006657	0.00479	0.001785	-7861.693
1364	0.008042	0.004861	0.004677	0.008397	0.004727	0.026225	0.006949	0.014399	0.0074	0.012073	0.007485	0.004648	0.002345	-7861.529
1365	0.00603	0.005605	0.007227	0.017531	0.004269	0.006781	0.007365	0.010066	0.011445	0.01656	0.007493	0.005756	0.001956	-7867.381
1366	0.004931	0.005186	0.006483	0.008701	0.006633	0.007619	0.004352	0.010019	0.006821	0.01343	0.006249	0.00479	0.001139	-7859.458
1367	0.004896	0.006394	0.010221	0.002804	0.004156	0.004318	0.010401	0.010747	0.029362	0.016805	0.007891	0.004124	0.003924	-7872.624
1368	0.005052	0.004356	0.006737	0.012581	0.004606	0.010022	0.01584	0.008611	0.018353	0.015273	0.005567	0.003941	0.003379	-7883.921
1369	0.006105	0.006196	0.007293	0.004273	0.004524	0.009626	0.009763	0.014027	0.006949	0.014717	0.007709	0.00505	0.003279	-7866.684
1370	0.005991	0.005749	0.009094	0.008568	0.006527	0.011695	0.007528	0.006248	0.008291	0.012989	0.007913	0.004742	0.004107	-7876.186
